phase,family,rows,executed,positive_executed,burdened_executed,observed_potential,held_same_episode,reward_sum,best_reward_sum,max_trade_readiness,max_mature_transfer,visual_mcm_alignment_trace,tone_tension_resonance_trace,executed_visual_mcm_alignment_trace,executed_tone_tension_resonance_trace,observed_visual_mcm_alignment_trace,observed_tone_tension_resonance_trace,avg_sehen_form_flow,executed_avg_sehen_form_flow,observed_avg_sehen_form_flow,avg_sehen_form_stability,executed_avg_sehen_form_stability,observed_avg_sehen_form_stability,avg_sehen_form_change,executed_avg_sehen_form_change,observed_avg_sehen_form_change,avg_hoeren_energy_tone,executed_avg_hoeren_energy_tone,observed_avg_hoeren_energy_tone,avg_hoeren_energy_shift,executed_avg_hoeren_energy_shift,observed_avg_hoeren_energy_shift,avg_fuehlen_mcm_coherence,executed_avg_fuehlen_mcm_coherence,observed_avg_fuehlen_mcm_coherence,avg_fuehlen_mcm_tension,executed_avg_fuehlen_mcm_tension,observed_avg_fuehlen_mcm_tension,avg_fuehlen_mcm_asymmetry,executed_avg_fuehlen_mcm_asymmetry,observed_avg_fuehlen_mcm_asymmetry
order_shift_varianz,dio_03fl,4,0,0,0,3,1,0.0,2.39274,0.049949,0.049949,0.895492,0.705145,1.0,1.0,0.895492,0.705145,1.0,0.0,1.0,1.0,0.0,1.0,0.277733,0.0,0.277733,0.292383,0.0,0.292383,0.080214,0.0,0.080214,0.918133,0.0,0.918133,0.587238,0.0,0.587238,0.642699,0.0,0.642699
order_shift_varianz,dio_0iy2,3,0,0,0,3,0,0.0,0.825897,0.01359,0.01359,0.869638,0.512876,1.0,1.0,0.869638,0.512876,-1.0,0.0,-1.0,0.0,0.0,0.0,0.954339,0.0,0.954339,-0.147534,0.0,-0.147534,-0.576923,0.0,-0.576923,0.358691,0.0,0.358691,0.634658,0.0,0.634658,-0.446343,0.0,-0.446343
order_shift_varianz,dio_1ytj,4,0,0,0,2,2,0.0,6.137268,0.122182,0.058633,0.999359,0.865305,1.0,1.0,0.999359,0.865305,0.567357,0.0,0.567357,1.0,0.0,1.0,0.375636,0.0,0.375636,0.282235,0.0,0.282235,0.465116,0.0,0.465116,0.920974,0.0,0.920974,0.41693,0.0,0.41693,0.500896,0.0,0.500896
order_shift_varianz,dio_1hkr,4,0,0,0,2,2,0.0,4.556132,0.091462,0.055656,0.960995,0.804932,1.0,1.0,0.960995,0.804932,0.838489,0.0,0.838489,1.0,0.0,1.0,0.372367,0.0,0.372367,0.373579,0.0,0.373579,0.387097,0.0,0.387097,0.895398,0.0,0.895398,0.568647,0.0,0.568647,0.636341,0.0,0.636341
order_shift_varianz,dio_0q8z,2,0,0,0,2,0,0.0,2.613504,0.017637,0.017637,0.865405,0.971465,1.0,1.0,0.865405,0.971465,-0.233473,0.0,-0.233473,1.0,0.0,1.0,-0.200521,0.0,-0.200521,0.175186,0.0,0.175186,0.457627,0.0,0.457627,0.950948,0.0,0.950948,0.203721,0.0,0.203721,-0.087345,0.0,-0.087345
order_shift_varianz,dio_0r8e,1,0,0,0,1,0,0.0,0.361444,0.004006,0.004006,0.878643,0.701743,1.0,1.0,0.878643,0.701743,-1.0,0.0,-1.0,1.0,0.0,1.0,-0.285066,0.0,-0.285066,0.288541,0.0,0.288541,0.0,0.0,0.0,0.919209,0.0,0.919209,0.586798,0.0,0.586798,-0.628416,0.0,-0.628416
order_shift_varianz,dio_0mp4,1,0,0,0,1,0,0.0,0.20525,0.004609,0.004609,0.769624,0.79681,1.0,1.0,0.769624,0.79681,-0.922776,0.0,-0.922776,1.0,0.0,1.0,-0.518212,0.0,-0.518212,0.460844,0.0,0.460844,0.451613,0.0,0.451613,0.870964,0.0,0.870964,0.664034,0.0,0.664034,-0.550803,0.0,-0.550803
sensor_relation_probe2,dio_0nmi,3,3,3,0,0,0,4.770993,4.770993,0.715588,0.069979,0.974269,0.923938,0.974269,0.923938,1.0,1.0,0.180889,0.180889,0.0,0.0,0.0,0.0,0.150396,0.150396,0.0,-0.041335,-0.041335,0.0,0.035461,0.035461,0.0,0.388426,0.388426,0.0,0.117397,0.117397,0.0,0.144485,0.144485,0.0
sensor_relation_probe2,dio_1uyk,4,2,2,0,2,0,2.46987,4.93974,0.173001,0.071928,0.93833,0.995162,0.93833,0.995162,0.93833,0.995162,-0.055567,-0.055567,-0.055567,1.0,1.0,1.0,-0.111133,-0.111133,-0.111133,0.062555,0.062555,0.062555,0.222222,0.222222,0.222222,0.982485,0.982485,0.982485,0.067393,0.067393,0.067393,-0.013345,-0.013345,-0.013345
sensor_relation_probe2,dio_1ax9,3,1,1,0,2,0,1.237693,3.713079,0.048781,0.048781,0.944146,0.887864,0.944146,0.887864,0.944146,0.887864,0.578472,0.578472,0.578472,0.0,0.0,0.0,-0.090638,-0.090638,-0.090638,-0.25056,-0.25056,-0.25056,-0.068807,-0.068807,-0.068807,0.329843,0.329843,0.329843,0.362696,0.362696,0.362696,0.28843,0.28843,0.28843
sensor_relation_probe2,dio_060l,4,1,1,0,3,0,1.190707,4.762828,0.096467,0.06317,0.971986,0.704945,0.971986,0.704945,0.971986,0.704945,0.77176,0.77176,0.77176,0.0,0.0,0.0,-0.688897,-0.688897,-0.688897,-0.240186,-0.240186,-0.240186,-0.171674,-0.171674,-0.171674,0.332748,0.332748,0.332748,0.535241,0.535241,0.535241,0.232516,0.232516,0.232516
sensor_relation_probe2,dio_0qb3,4,1,1,0,3,0,0.576544,2.306176,0.080759,0.064975,0.975347,0.977726,0.975347,0.977726,0.975347,0.977726,-0.213416,-0.213416,-0.213416,-1.0,-1.0,-1.0,0.352822,0.352822,0.352822,-0.213469,-0.213469,-0.213469,-0.025253,-0.025253,-0.025253,-0.259771,-0.259771,-0.259771,0.235743,0.235743,0.235743,-0.039886,-0.039886,-0.039886
sensor_relation_probe2,dio_1on4,4,0,0,0,4,0,0.0,1.228,0.027804,0.027804,0.963578,0.665348,1.0,1.0,0.963578,0.665348,-0.8242,0.0,-0.8242,1.0,0.0,1.0,0.251571,0.0,0.251571,-0.089247,0.0,-0.089247,-0.414634,0.0,-0.414634,0.975011,0.0,0.975011,0.423899,0.0,0.423899,-0.484102,0.0,-0.484102
sensor_relation_probe2,dio_0oqk,4,0,0,0,4,0,0.0,1.49702,0.033484,0.033484,0.95665,0.794966,1.0,1.0,0.95665,0.794966,-0.581032,0.0,-0.581032,0.0,0.0,0.0,0.569304,0.0,0.569304,-0.22429,0.0,-0.22429,-0.165094,0.0,-0.165094,0.337199,0.0,0.337199,0.429324,0.0,0.429324,-0.221764,0.0,-0.221764
sensor_relation_probe2,dio_1iwb,4,0,0,0,4,0,0.0,1.190456,0.026406,0.026406,0.943828,0.740879,1.0,1.0,0.943828,0.740879,1.0,0.0,1.0,1.0,0.0,1.0,0.382408,0.0,0.382408,0.382869,0.0,0.382869,0.379464,0.0,0.379464,0.892797,0.0,0.892797,0.64199,0.0,0.64199,0.727671,0.0,0.727671
sensor_relation_probe2,dio_15r2,3,0,0,0,3,0,0.0,3.408597,0.045661,0.045661,0.991549,0.949238,1.0,1.0,0.991549,0.949238,-0.033848,0.0,-0.033848,-1.0,0.0,-1.0,-0.158009,0.0,-0.158009,-0.155619,0.0,-0.155619,-0.05988,0.0,-0.05988,-0.243573,0.0,-0.243573,0.104857,0.0,0.104857,-0.068853,0.0,-0.068853
sensor_relation_probe2,dio_1fcl,2,0,0,0,2,0,0.0,2.07212,0.014809,0.014809,0.976011,0.986875,1.0,1.0,0.976011,0.986875,-0.122247,0.0,-0.122247,1.0,0.0,1.0,-0.02236,0.0,-0.02236,0.072063,0.0,0.072063,0.052632,0.0,0.052632,0.979822,0.0,0.979822,0.085188,0.0,0.085188,-0.063298,0.0,-0.063298
sensor_relation_probe2,dio_01ql,2,0,0,0,2,0,0.0,0.003086,0.004113,0.004113,0.935871,0.799799,1.0,1.0,0.935871,0.799799,-0.778712,0.0,-0.778712,1.0,0.0,1.0,-0.137248,0.0,-0.137248,0.256582,0.0,0.256582,-0.105263,0.0,-0.105263,0.928157,0.0,0.928157,0.456783,0.0,0.456783,-0.490071,0.0,-0.490071
sensor_relation_probe2,dio_01nr,2,0,0,0,2,0,0.0,2.185212,0.014357,0.014357,0.92632,0.992438,1.0,1.0,0.92632,0.992438,0.011045,0.0,0.011045,-1.0,0.0,-1.0,-0.448124,0.0,-0.448124,-0.11858,0.0,-0.11858,0.126904,0.0,0.126904,-0.233202,0.0,-0.233202,0.126142,0.0,0.126142,-0.075984,0.0,-0.075984
sensor_relation_probe2,dio_1ce7,2,0,0,0,2,0,0.0,2.047786,0.014208,0.014208,0.811249,0.586853,1.0,1.0,0.811249,0.586853,1.0,0.0,1.0,1.0,0.0,1.0,-0.345459,0.0,-0.345459,-0.107114,0.0,-0.107114,-0.683761,0.0,-0.683761,0.970008,0.0,0.970008,0.520261,0.0,0.520261,0.340338,0.0,0.340338
sensor_relation_probe2,dio_1c48,2,0,0,0,2,0,0.0,2.047786,0.014323,0.014323,0.811249,0.586853,1.0,1.0,0.811249,0.586853,1.0,0.0,1.0,1.0,0.0,1.0,-0.345459,0.0,-0.345459,-0.107114,0.0,-0.107114,-0.683761,0.0,-0.683761,0.970008,0.0,0.970008,0.520261,0.0,0.520261,0.340338,0.0,0.340338
sensor_relation_probe2,dio_14ch,2,0,0,0,2,0,0.0,0.642432,0.00755,0.00755,0.807711,0.984165,1.0,1.0,0.807711,0.984165,-0.589007,0.0,-0.589007,1.0,0.0,1.0,-0.380686,0.0,-0.380686,0.504236,0.0,0.504236,0.487013,0.0,0.487013,0.858814,0.0,0.858814,0.520071,0.0,0.520071,-0.323806,0.0,-0.323806
sensor_relation_probe2,dio_00t3,2,0,0,0,2,0,0.0,1.308448,0.011218,0.011218,0.783979,0.935124,1.0,1.0,0.783979,0.935124,-0.30006,0.0,-0.30006,1.0,0.0,1.0,-0.234098,0.0,-0.234098,0.393719,0.0,0.393719,0.816327,0.0,0.816327,0.889759,0.0,0.889759,0.328843,0.0,0.328843,-0.060952,0.0,-0.060952
sensor_relation_probe2,dio_0789,1,0,0,0,1,0,0.0,1.225414,0.004254,0.004254,0.99899,0.885374,1.0,1.0,0.99899,0.885374,0.519316,0.0,0.519316,1.0,0.0,1.0,0.223818,0.0,0.223818,0.240168,0.0,0.240168,0.361842,0.0,0.361842,0.932753,0.0,0.932753,0.354794,0.0,0.354794,0.416902,0.0,0.416902
sensor_relation_probe2,dio_1mic,1,0,0,0,1,0,0.0,0.517408,0.003916,0.003916,0.960269,0.837434,1.0,1.0,0.960269,0.837434,0.721208,0.0,0.721208,1.0,0.0,1.0,0.326662,0.0,0.326662,0.332082,0.0,0.332082,0.305556,0.0,0.305556,0.907017,0.0,0.907017,0.494648,0.0,0.494648,0.543386,0.0,0.543386
sensor_relation_probe3,dio_1k0r,3,3,3,0,0,0,4.7844,4.7844,0.442674,0.071574,0.963191,0.927646,0.963191,0.927646,1.0,1.0,0.215507,0.215507,0.0,0.0,0.0,0.0,0.158305,0.158305,0.0,-0.074979,-0.074979,0.0,0.0,0.0,0.0,0.379006,0.379006,0.0,0.147333,0.147333,0.0,0.158677,0.158677,0.0
sensor_relation_probe3,dio_1mx6,4,2,2,0,2,0,2.572766,5.145532,0.180337,0.076545,0.927089,0.984706,0.927089,0.984706,0.927089,0.984706,-0.07784,-0.07784,-0.07784,1.0,1.0,1.0,-0.15568,-0.15568,-0.15568,0.072944,0.072944,0.072944,0.243902,0.243902,0.243902,0.979576,0.979576,0.979576,0.088238,0.088238,0.088238,-0.032173,-0.032173,-0.032173
sensor_relation_probe3,dio_1dmh,4,2,2,0,2,0,2.480166,4.960332,0.173129,0.065773,0.860532,0.561814,0.860532,0.561814,0.860532,0.561814,1.0,1.0,1.0,1.0,1.0,1.0,-0.169247,-0.169247,-0.169247,0.015333,0.015333,0.015333,-0.340426,-0.340426,-0.340426,0.995707,0.995707,0.995707,0.453519,0.453519,0.453519,0.451296,0.451296,0.451296
sensor_relation_probe3,dio_01yf,2,2,2,0,0,0,1.876634,1.876634,0.143424,0.072579,0.898594,0.986207,0.898594,0.986207,1.0,1.0,-0.2224,-0.2224,0.0,1.0,1.0,0.0,-0.133846,-0.133846,0.0,0.17419,0.17419,0.0,0.333333,0.333333,0.0,0.951227,0.951227,0.0,0.187983,0.187983,0.0,-0.09,-0.09,0.0
sensor_relation_probe3,dio_0thk,4,1,1,0,3,0,1.156708,4.626832,0.09405,0.065401,0.96523,0.942704,0.96523,0.942704,0.96523,0.942704,-0.079139,-0.079139,-0.079139,-1.0,-1.0,-1.0,-0.158573,-0.158573,-0.158573,-0.199838,-0.199838,-0.199838,0.05102,0.05102,0.05102,-0.255955,-0.255955,-0.255955,0.142542,0.142542,0.142542,-0.072171,-0.072171,-0.072171
sensor_relation_probe3,dio_185j,4,0,0,0,4,0,0.0,1.128136,0.029068,0.029068,0.909888,0.729778,1.0,1.0,0.909888,0.729778,1.0,0.0,1.0,1.0,0.0,1.0,0.383348,0.0,0.383348,0.363989,0.0,0.363989,0.21028,0.0,0.21028,0.898083,0.0,0.898083,0.634211,0.0,0.634211,0.69406,0.0,0.69406
sensor_relation_probe3,dio_0x50,2,0,0,0,2,0,0.0,2.677556,0.017127,0.017127,0.967682,0.843545,1.0,1.0,0.967682,0.843545,0.646903,0.0,0.646903,0.0,0.0,0.0,-0.19453,0.0,-0.19453,-0.252359,0.0,-0.252359,0.022523,0.0,0.022523,0.32934,0.0,0.32934,0.408814,0.0,0.408814,0.320083,0.0,0.320083
sensor_relation_probe3,dio_0hla,2,0,0,0,2,0,0.0,1.054918,0.009456,0.009456,0.966675,0.892163,1.0,1.0,0.966675,0.892163,-0.426315,0.0,-0.426315,-1.0,0.0,-1.0,0.525493,0.0,0.525493,-0.267749,0.0,-0.267749,-0.069444,0.0,-0.069444,-0.27497,0.0,-0.27497,0.375586,0.0,0.375586,-0.126507,0.0,-0.126507
sensor_relation_probe3,dio_0if9,2,0,0,0,2,0,0.0,1.054918,0.009589,0.009589,0.966675,0.892163,1.0,1.0,0.966675,0.892163,-0.426315,0.0,-0.426315,-1.0,0.0,-1.0,0.525493,0.0,0.525493,-0.267749,0.0,-0.267749,-0.069444,0.0,-0.069444,-0.27497,0.0,-0.27497,0.375586,0.0,0.375586,-0.126507,0.0,-0.126507
sensor_relation_probe3,dio_026q,2,0,0,0,2,0,0.0,2.649002,0.017334,0.017334,0.913231,0.657698,1.0,1.0,0.913231,0.657698,0.897686,0.0,0.897686,0.0,0.0,0.0,-0.772105,0.0,-0.772105,-0.272867,0.0,-0.272867,-0.454545,0.0,-0.454545,0.323597,0.0,0.323597,0.615169,0.0,0.615169,0.22649,0.0,0.22649
sensor_relation_probe3,dio_0a54,2,0,0,0,2,0,0.0,0.785188,0.008076,0.008076,0.900611,0.685491,1.0,1.0,0.900611,0.685491,-0.781529,0.0,-0.781529,0.0,0.0,0.0,0.764918,0.0,0.764918,-0.23469,0.0,-0.23469,-0.427928,0.0,-0.427928,0.334287,0.0,0.334287,0.549199,0.0,0.549199,-0.339662,0.0,-0.339662
sensor_relation_probe3,dio_07z2,2,0,0,0,2,0,0.0,2.288552,0.015002,0.015002,0.895907,0.921218,1.0,1.0,0.895907,0.921218,0.066441,0.0,0.066441,-1.0,0.0,-1.0,-0.515226,0.0,-0.515226,-0.054413,0.0,-0.054413,0.26699,0.0,0.26699,-0.215236,0.0,-0.215236,0.133195,0.0,0.133195,-0.033049,0.0,-0.033049
sensor_relation_probe3,dio_0ie2,1,0,0,0,1,0,0.0,0.60267,0.003869,0.003869,0.990665,0.849184,1.0,1.0,0.990665,0.849184,0.723115,0.0,0.723115,1.0,0.0,1.0,0.417723,0.0,0.417723,0.378842,0.0,0.378842,0.508475,0.0,0.508475,0.893924,0.0,0.893924,0.529658,0.0,0.529658,0.606893,0.0,0.606893
sensor_relation_probe4,dio_0v36,3,3,3,0,0,0,3.423192,3.423192,0.347427,0.065879,0.966106,0.946616,0.966106,0.946616,1.0,1.0,0.088394,0.088394,0.0,-1.0,-1.0,0.0,0.146679,0.146679,0.0,-0.196515,-0.196515,0.0,-0.04902,-0.04902,0.0,-0.255024,-0.255024,0.0,0.143131,0.143131,0.0,0.0749,0.0749,0.0
sensor_relation_probe4,dio_0a54,4,2,2,0,2,0,1.148436,2.296872,0.158316,0.060958,0.900341,0.692545,0.900341,0.692545,0.900341,0.692545,-0.74281,-0.74281,-0.74281,0.0,0.0,0.0,0.737136,0.737136,0.737136,-0.211149,-0.211149,-0.211149,-0.427136,-0.427136,-0.427136,0.340878,0.340878,0.340878,0.518604,0.518604,0.518604,-0.324488,-0.324488,-0.324488
sensor_relation_probe4,dio_0nm2,4,1,1,0,3,0,1.024116,4.096464,0.083767,0.064916,0.922335,0.690522,0.922335,0.690522,0.922335,0.690522,0.635367,0.635367,0.635367,0.0,0.0,0.0,-0.745064,-0.745064,-0.745064,-0.132045,-0.132045,-0.132045,-0.512195,-0.512195,-0.512195,0.363027,0.363027,0.363027,0.441523,0.441523,0.441523,0.074551,0.074551,0.074551
sensor_relation_probe4,dio_14wi,4,1,1,0,3,0,0.899201,3.596804,0.074575,0.069715,0.952382,0.992479,0.952382,0.992479,0.952382,0.992479,0.066693,0.066693,0.066693,1.0,1.0,1.0,0.133387,0.133387,0.133387,0.098059,0.098059,0.098059,0.341463,0.341463,0.341463,0.972544,0.972544,0.972544,0.090538,0.090538,0.090538,0.137654,0.137654,0.137654
sensor_relation_probe4,dio_0rps,4,0,0,0,4,0,0.0,0.660728,0.016385,0.016385,0.990381,0.840068,1.0,1.0,0.990381,0.840068,0.738949,0.0,0.738949,1.0,0.0,1.0,0.398866,0.0,0.398866,0.369388,0.0,0.369388,0.6,0.0,0.6,0.896571,0.0,0.896571,0.52932,0.0,0.52932,0.629539,0.0,0.629539
sensor_relation_probe4,dio_1y2t,4,0,0,0,4,0,0.0,2.134348,0.045463,0.045463,0.97924,0.821653,1.0,1.0,0.97924,0.821653,0.572738,0.0,0.572738,1.0,0.0,1.0,0.035777,0.0,0.035777,0.117116,0.0,0.117116,0.173611,0.0,0.173611,0.967207,0.0,0.967207,0.295463,0.0,0.295463,0.364042,0.0,0.364042
sensor_relation_probe4,dio_1alf,4,0,0,0,4,0,0.0,2.107256,0.044806,0.044806,0.902341,0.760009,1.0,1.0,0.902341,0.760009,0.871197,0.0,0.871197,1.0,0.0,1.0,0.129554,0.0,0.129554,0.252829,0.0,0.252829,-0.025,0.0,-0.025,0.929208,0.0,0.929208,0.49282,0.0,0.49282,0.513963,0.0,0.513963
