family,transfer_status,source_rows,source_trades,source_tp,source_sl,source_reward_sum,source_avg_balance,source_max_temporal_trust_support,target_rows,target_trades,target_tp,target_sl,target_reward_sum,target_avg_balance,target_max_temporal_trust_support,target_max_temporal_caution_support,target_max_afterimage,target_max_trade_readiness,source_tones,target_tones,source_temporal_states,target_temporal_states
dio_16in,source_only,10,2,2,0,2.0,0.23923,0.657096,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"{'focus_tone': 9, 'relief_tone': 1}",{},"{'temporal_first_contact': 4, 'temporal_near_return': 3, 'temporal_far_return': 3}",{}
dio_00qb,new_target_family,0,0,0,0,0.0,0.0,0.0,4,0,0,0,0.0,0.054023,0.0,0.72,0.0,0.017089,{},{'focus_tone': 4},{},{'temporal_first_contact': 4}
dio_0120,new_target_family,0,0,0,0,0.0,0.0,0.0,4,0,0,0,0.0,0.109232,0.0,0.72,0.0,0.024947,{},{'focus_tone': 4},{},{'temporal_first_contact': 4}
dio_02qu,new_target_family,0,0,0,0,0.0,0.0,0.0,4,0,0,0,0.0,0.093041,0.0,0.72,0.0,0.016958,{},{'focus_tone': 4},{},{'temporal_first_contact': 4}
dio_0akd,new_target_family,0,0,0,0,0.0,0.0,0.0,4,0,0,0,0.0,0.076301,0.0,0.72,0.0,0.009294,{},{'observation_tone': 4},{},{'temporal_first_contact': 4}
dio_0arw,new_target_family,0,0,0,0,0.0,0.0,0.0,4,0,0,0,0.0,0.063592,0.0,0.72,0.0,0.017639,{},{'focus_tone': 4},{},{'temporal_first_contact': 4}
dio_0bmh,new_target_family,0,0,0,0,0.0,0.0,0.0,4,0,0,0,0.0,0.085463,0.0,0.72,0.0,0.017419,{},{'focus_tone': 4},{},{'temporal_first_contact': 4}
dio_0ems,new_target_family,0,0,0,0,0.0,0.0,0.0,4,0,0,0,0.0,0.077623,0.0,0.72,0.0,0.025353,{},{'focus_tone': 4},{},{'temporal_first_contact': 4}
dio_0fiy,new_target_family,0,0,0,0,0.0,0.0,0.0,4,0,0,0,0.0,0.024942,0.0,0.72,0.0,0.017797,{},{'focus_tone': 4},{},{'temporal_first_contact': 4}
dio_0igh,new_target_family,0,0,0,0,0.0,0.0,0.0,4,0,0,0,0.0,0.107297,0.0,0.72,0.0,0.025639,{},{'focus_tone': 4},{},{'temporal_first_contact': 4}
dio_0t0v,new_target_family,0,0,0,0,0.0,0.0,0.0,4,0,0,0,0.0,0.057836,0.0,0.72,0.0,0.009093,{},{'observation_tone': 4},{},{'temporal_first_contact': 4}
dio_0x1o,new_target_family,0,0,0,0,0.0,0.0,0.0,4,0,0,0,0.0,0.048611,0.0,0.72,0.0,0.009124,{},{'observation_tone': 4},{},{'temporal_first_contact': 4}
dio_14xc,new_target_family,0,0,0,0,0.0,0.0,0.0,4,0,0,0,0.0,0.089244,0.0,0.72,0.0,0.008367,{},{'focus_tone': 4},{},{'temporal_first_contact': 4}
dio_16yc,new_target_family,0,0,0,0,0.0,0.0,0.0,4,0,0,0,0.0,-0.007164,0.0,0.72,0.0,0.008793,{},{'observation_tone': 4},{},{'temporal_first_contact': 4}
dio_1g2t,new_target_family,0,0,0,0,0.0,0.0,0.0,4,0,0,0,0.0,0.017178,0.0,0.72,0.0,0.014376,{},{'observation_tone': 4},{},{'temporal_first_contact': 4}
dio_1icz,new_target_family,0,0,0,0,0.0,0.0,0.0,4,0,0,0,0.0,0.070565,0.0,0.72,0.0,0.009237,{},{'observation_tone': 4},{},{'temporal_first_contact': 4}
dio_1qwp,new_target_family,0,0,0,0,0.0,0.0,0.0,4,0,0,0,0.0,0.078613,0.0,0.72,0.0,0.026272,{},{'focus_tone': 4},{},{'temporal_first_contact': 4}
dio_1txv,new_target_family,0,0,0,0,0.0,0.0,0.0,4,0,0,0,0.0,0.210896,0.0,0.72,0.0,0.022244,{},{'focus_tone': 4},{},{'temporal_first_contact': 4}
dio_1vpi,new_target_family,0,0,0,0,0.0,0.0,0.0,4,0,0,0,0.0,0.100381,0.0,0.72,0.0,0.025674,{},{'focus_tone': 4},{},{'temporal_first_contact': 4}
dio_018g,source_only,4,0,0,0,0.0,0.054279,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,{'focus_tone': 4},{},{'temporal_first_contact': 4},{}
dio_02jf,source_only,4,0,0,0,0.0,0.150817,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,{'focus_tone': 4},{},{'temporal_first_contact': 4},{}
dio_02tu,source_only,4,0,0,0,0.0,0.01953,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,{'focus_tone': 4},{},{'temporal_first_contact': 4},{}
dio_049y,source_only,4,0,0,0,0.0,0.195075,0.632201,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,{'focus_tone': 4},{},"{'temporal_first_contact': 2, 'temporal_near_return': 2}",{}
dio_04jy,source_only,2,0,0,0,0.0,0.194292,0.63221,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,{'focus_tone': 2},{},"{'temporal_first_contact': 1, 'temporal_near_return': 1}",{}
dio_0635,source_only,4,0,0,0,0.0,0.015101,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,{'observation_tone': 4},{},{'temporal_first_contact': 4},{}
dio_06c2,source_only,4,0,0,0,0.0,0.051921,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,{'focus_tone': 4},{},{'temporal_first_contact': 4},{}
dio_0cz8,source_only,4,0,0,0,0.0,0.063111,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,{'focus_tone': 4},{},{'temporal_first_contact': 4},{}
dio_0eyx,source_only,3,0,0,0,0.0,0.067687,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,{'focus_tone': 3},{},{'temporal_first_contact': 3},{}
dio_0hmv,source_only,4,0,0,0,0.0,-0.044315,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,{'observation_tone': 4},{},{'temporal_first_contact': 4},{}
dio_0j9l,source_only,4,0,0,0,0.0,0.054156,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,{'focus_tone': 4},{},{'temporal_first_contact': 4},{}
dio_0jso,source_only,4,0,0,0,0.0,0.095099,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,{'focus_tone': 4},{},{'temporal_first_contact': 4},{}
dio_0o8c,source_only,4,0,0,0,0.0,-0.005773,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,{'observation_tone': 4},{},{'temporal_first_contact': 4},{}
dio_0o8k,source_only,4,0,0,0,0.0,0.071243,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,{'focus_tone': 4},{},{'temporal_first_contact': 4},{}
