island_id,island_state,family_count,families,core_families,raw_families,edge_count,avg_meaning_similarity,max_meaning_similarity,passive_only,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal,dio_semantic_island_sentence
dio_semantic_island_1,core_with_raw_extensions,19,dio_00ha|dio_06gy|dio_08ng|dio_0hd3|dio_0m7w|dio_0td9|dio_0wsp|dio_11ex|dio_1215|dio_12xn|dio_13p1|dio_17ao|dio_1935|dio_1ldo|dio_1lno|dio_1mrs|dio_1nvu|dio_1qpi|dio_1t1w,dio_1215|dio_1lno|dio_1mrs,dio_00ha|dio_06gy|dio_08ng|dio_0hd3|dio_0m7w|dio_0td9|dio_0wsp|dio_11ex|dio_12xn|dio_13p1|dio_17ao|dio_1935|dio_1ldo|dio_1nvu|dio_1qpi|dio_1t1w,76,0.984213,0.999673,True,False,False,False,False,False,False,False,dio_semantic_island_1: gereifter Kern mit rohen Erweiterungen; passive Matrixbildung.
dio_semantic_island_2,core_with_raw_extensions,12,dio_04kx|dio_08l0|dio_0brc|dio_0ic5|dio_0nwm|dio_0x0x|dio_1d0v|dio_1ff0|dio_1gv7|dio_1k5p|dio_1noq|dio_1w3j,dio_04kx|dio_1noq,dio_08l0|dio_0brc|dio_0ic5|dio_0nwm|dio_0x0x|dio_1d0v|dio_1ff0|dio_1gv7|dio_1k5p|dio_1w3j,52,0.981869,0.999946,True,False,False,False,False,False,False,False,dio_semantic_island_2: gereifter Kern mit rohen Erweiterungen; passive Matrixbildung.
dio_semantic_island_3,core_with_raw_extensions,9,dio_0687|dio_09od|dio_0azl|dio_0jhl|dio_0kjn|dio_0s84|dio_19mp|dio_1bwy|dio_1ekt,dio_19mp|dio_1bwy|dio_1ekt,dio_0687|dio_09od|dio_0azl|dio_0jhl|dio_0kjn|dio_0s84,12,0.982574,0.998636,True,False,False,False,False,False,False,False,dio_semantic_island_3: gereifter Kern mit rohen Erweiterungen; passive Matrixbildung.
dio_semantic_island_4,core_with_raw_extensions,8,dio_09dp|dio_0wvp|dio_0xo2|dio_1hs5|dio_1kg8|dio_1ull|dio_1vlc|dio_1yvr,dio_1hs5|dio_1ull,dio_09dp|dio_0wvp|dio_0xo2|dio_1kg8|dio_1vlc|dio_1yvr,16,0.986595,0.999628,True,False,False,False,False,False,False,False,dio_semantic_island_4: gereifter Kern mit rohen Erweiterungen; passive Matrixbildung.
dio_semantic_island_5,core_with_raw_extensions,6,dio_05c5|dio_0fvj|dio_0sg3|dio_0xt4|dio_1k1o|dio_1tsz,dio_0fvj,dio_05c5|dio_0sg3|dio_0xt4|dio_1k1o|dio_1tsz,14,0.984939,0.999054,True,False,False,False,False,False,False,False,dio_semantic_island_5: gereifter Kern mit rohen Erweiterungen; passive Matrixbildung.
dio_semantic_island_6,core_with_raw_extensions,6,dio_0p55|dio_0q96|dio_0t5z|dio_0u8f|dio_1aqj|dio_1jba,dio_1aqj,dio_0p55|dio_0q96|dio_0t5z|dio_0u8f|dio_1jba,12,0.987166,0.999328,True,False,False,False,False,False,False,False,dio_semantic_island_6: gereifter Kern mit rohen Erweiterungen; passive Matrixbildung.
dio_semantic_island_7,core_with_raw_extensions,4,dio_0doc|dio_0qym|dio_1m86|dio_1r1g,dio_0qym,dio_0doc|dio_1m86|dio_1r1g,4,0.991138,0.998204,True,False,False,False,False,False,False,False,dio_semantic_island_7: gereifter Kern mit rohen Erweiterungen; passive Matrixbildung.
dio_semantic_island_8,core_with_raw_extensions,3,dio_05k3|dio_0av4|dio_1et3,dio_05k3,dio_0av4|dio_1et3,2,0.98174,0.983367,True,False,False,False,False,False,False,False,dio_semantic_island_8: gereifter Kern mit rohen Erweiterungen; passive Matrixbildung.
dio_semantic_island_9,raw_semantic_island,3,dio_0cmg|dio_0z8c|dio_14c1,-,dio_0cmg|dio_0z8c|dio_14c1,3,0.987881,0.995446,True,False,False,False,False,False,False,False,dio_semantic_island_9: rohe Bedeutungsinsel ohne eigene Reife.
dio_semantic_island_10,core_with_raw_extensions,3,dio_0x52|dio_1jgc|dio_1rv1,dio_0x52,dio_1jgc|dio_1rv1,3,0.983265,0.998697,True,False,False,False,False,False,False,False,dio_semantic_island_10: gereifter Kern mit rohen Erweiterungen; passive Matrixbildung.
dio_semantic_island_11,core_with_raw_extensions,3,dio_12dn|dio_1dlu|dio_1xfw,dio_1xfw,dio_12dn|dio_1dlu,2,0.981607,0.984924,True,False,False,False,False,False,False,False,dio_semantic_island_11: gereifter Kern mit rohen Erweiterungen; passive Matrixbildung.
dio_semantic_island_12,core_only_island,1,dio_067m,dio_067m,-,0,0.0,0.0,True,False,False,False,False,False,False,False,dio_semantic_island_12: einzelner gereifter Kern ohne sichtbare Erweiterung.
dio_semantic_island_13,core_only_island,1,dio_15gs,dio_15gs,-,0,0.0,0.0,True,False,False,False,False,False,False,False,dio_semantic_island_13: einzelner gereifter Kern ohne sichtbare Erweiterung.
