phase,family,classification,run_count,rows,executed_rows,observed_rows,raw_trade_rows,first_observed_run,first_observed_tick,first_executed_run,first_executed_tick,reward_sum,executed_reward_sum,observed_best_reward_sum,avg_observation_learning_pressure,observed_sehen_form_flow,executed_sehen_form_flow,observed_sehen_form_stability,executed_sehen_form_stability,observed_sehen_form_change,executed_sehen_form_change,observed_hoeren_energy_tone,executed_hoeren_energy_tone,observed_hoeren_energy_shift,executed_hoeren_energy_shift,observed_fuehlen_mcm_coherence,executed_fuehlen_mcm_coherence,observed_fuehlen_mcm_tension,executed_fuehlen_mcm_tension,observed_fuehlen_mcm_asymmetry,executed_fuehlen_mcm_asymmetry,observed_trade_readiness,executed_trade_readiness,observed_associative_trade,executed_associative_trade,observed_observation_trade_signal,executed_observation_trade_signal,observed_observation_trade_readiness,executed_observation_trade_readiness,observed_maturity_gap,executed_maturity_gap,observed_mature_transfer,executed_mature_transfer,observed_observation_learning_pressure,executed_observation_learning_pressure
order_shift,dio_0nvr,held_observation,2,2,0,2,0,36,4,0,0,0.0,0.0,0.207332,0.061808,-0.94539,0.0,1.0,0.0,-0.38479,0.0,0.399828,0.0,0.348101,0.0,0.888048,0.0,0.626558,0.0,-0.552148,0.0,0.005061,0.0,0.065098,0.0,0.000188,0.0,2.1e-05,0.0,0.060037,0.0,0.005061,0.0,0.061808,0.0
order_shift,dio_0d07,held_observation,2,2,0,2,0,36,5,0,0,0.0,0.0,0.550904,0.052472,-1.0,0.0,1.0,0.0,-0.043704,0.0,0.193112,0.0,-0.132979,0.0,0.945929,0.0,0.5081,0.0,-0.597085,0.0,0.005243,0.0,0.055879,0.0,0.000418,0.0,4.6e-05,0.0,0.050637,0.0,0.005243,0.0,0.052472,0.0
order_shift,dio_185j,held_observation,2,2,0,2,0,38,14,0,0,0.0,0.0,1.39968,0.05304,1.0,0.0,1.0,0.0,0.384169,0.0,0.352872,0.0,0.233918,0.0,0.901196,0.0,0.629673,0.0,0.698984,0.0,0.007086,0.0,0.057646,0.0,0.001115,0.0,0.000122,0.0,0.05056,0.0,0.007086,0.0,0.05304,0.0
order_shift,dio_018g,held_observation,1,1,0,1,0,38,15,0,0,0.0,0.0,0.231148,0.062007,1.0,0.0,1.0,0.0,0.021094,0.0,0.151613,0.0,-0.099502,0.0,0.957548,0.0,0.487053,0.0,0.545162,0.0,0.004547,0.0,0.064963,0.0,0.0,0.0,0.0,0.0,0.060415,0.0,0.004547,0.0,0.062007,0.0
order_shift,dio_1j0n,held_observation,1,1,0,1,0,39,13,0,0,0.0,0.0,1.209428,0.055831,0.748605,0.0,1.0,0.0,0.403831,0.0,0.392785,0.0,0.40146,0.0,0.89002,0.0,0.543997,0.0,0.59643,0.0,0.004095,0.0,0.058493,0.0,0.0,0.0,0.0,0.0,0.054398,0.0,0.004095,0.0,0.055831,0.0
order_shift,dio_00eh,direct_burdened_action,2,2,1,1,1,39,15,37,15,-0.431148,-0.431148,0.231148,0.056967,1.0,1.0,1.0,1.0,0.021094,0.021094,0.151613,0.151613,-0.099502,-0.099502,0.957548,0.957548,0.487053,0.487053,0.545162,0.545162,0.010662,0.072906,0.063898,0.066364,0.004068,0.004068,0.000447,0.000447,0.053236,0.0,0.010662,0.066364,0.056967,0.0
order_shift_varianz,dio_1ioc,observation_to_positive_action,4,4,2,2,2,40,1,42,1,3.339704,3.339704,3.339704,0.071928,-0.066707,-0.066707,1.0,1.0,-0.133413,-0.133413,0.019195,0.019195,0.060606,0.060606,0.994625,0.994625,0.057425,0.057425,-0.057254,-0.057254,0.013386,0.14884,0.080629,0.079066,0.003781,0.013512,0.000416,0.001486,0.067243,0.006397,0.013386,0.07267,0.071928,0.0
order_shift_varianz,dio_1sxo,observation_to_positive_action,2,2,1,1,1,40,3,41,3,0.993834,0.993834,0.993834,0.048361,-0.5003,-0.5003,1.0,1.0,-0.302232,-0.302232,0.364124,0.364124,0.6,0.6,0.898045,0.898045,0.411415,0.411415,-0.232704,-0.232704,0.037579,0.076944,0.072787,0.069375,0.00655,0.009317,0.00072,0.001025,0.035208,0.0,0.037579,0.069375,0.048361,0.0
order_shift_varianz,dio_1d6j,direct_positive_action,4,4,4,0,4,0,0,40,8,3.624284,3.624284,0.0,0.0,0.0,-0.30525,0.0,-1.0,0.0,0.051409,0.0,-0.254872,0.0,-0.05291,0.0,-0.271364,0.0,0.243477,0.0,-0.169184,0.0,0.403036,0.0,0.05571,0.0,0.008275,0.0,0.00091,0.0,0.0,0.0,0.05571,0.0,0.0
order_shift_varianz,dio_1ytj,held_observation,4,4,0,4,2,40,13,0,0,0.0,0.0,6.137268,0.034416,0.567357,0.0,1.0,0.0,0.375636,0.0,0.282235,0.0,0.465116,0.0,0.920974,0.0,0.41693,0.0,0.500896,0.0,0.05088,0.0,0.05675,0.0,0.005796,0.0,0.000638,0.0,0.02239,0.0,0.03436,0.0,0.034416,0.0
order_shift_varianz,dio_1hkr,held_observation,4,4,0,4,2,40,14,0,0,0.0,0.0,4.556132,0.034709,0.838489,0.0,1.0,0.0,0.372367,0.0,0.373579,0.0,0.387097,0.0,0.895398,0.0,0.568647,0.0,0.636341,0.0,0.038451,0.0,0.053884,0.0,0.004239,0.0,0.000466,0.0,0.024384,0.0,0.0295,0.0,0.034709,0.0
order_shift_varianz,dio_03fl,held_observation,4,4,0,4,1,40,15,0,0,0.0,0.0,2.39274,0.040459,1.0,0.0,1.0,0.0,0.277733,0.0,0.292383,0.0,0.080214,0.0,0.918133,0.0,0.587238,0.0,0.642699,0.0,0.021984,0.0,0.054748,0.0,0.002432,0.0,0.000267,0.0,0.032765,0.0,0.021984,0.0,0.040459,0.0
order_shift_varianz,dio_151h,held_observation,4,4,0,4,0,40,16,0,0,0.0,0.0,0.327368,0.059286,1.0,0.0,1.0,0.0,-0.067585,0.0,0.063487,0.0,-0.164319,0.0,0.982224,0.0,0.457478,0.0,0.510916,0.0,0.00656,0.0,0.063549,0.0,0.000409,0.0,4.5e-05,0.0,0.056989,0.0,0.00656,0.0,0.059286,0.0
order_shift_varianz,dio_0iy2,held_observation,3,3,0,3,0,40,6,0,0,0.0,0.0,0.825897,0.046197,-1.0,0.0,0.0,0.0,0.954339,0.0,-0.147534,0.0,-0.576923,0.0,0.358691,0.0,0.634658,0.0,-0.446343,0.0,0.007793,0.0,0.051262,0.0,0.000747,0.0,8.2e-05,0.0,0.04347,0.0,0.007793,0.0,0.046197,0.0
order_shift_varianz,dio_066x,held_observation,3,3,0,3,0,40,7,0,0,0.0,0.0,1.182012,0.044373,-0.673129,0.0,-1.0,0.0,0.661473,0.0,-0.25804,0.0,-0.144928,0.0,-0.272251,0.0,0.496927,0.0,-0.247184,0.0,0.009554,0.0,0.050583,0.0,0.001035,0.0,0.000114,0.0,0.041029,0.0,0.009554,0.0,0.044373,0.0
order_shift_varianz,dio_0q8z,held_observation,2,2,0,2,0,40,2,0,0,0.0,0.0,2.613504,0.064613,-0.233473,0.0,1.0,0.0,-0.200521,0.0,0.175186,0.0,0.457627,0.0,0.950948,0.0,0.203721,0.0,-0.087345,0.0,0.011425,0.0,0.07204,0.0,0.002612,0.0,0.000287,0.0,0.060615,0.0,0.011425,0.0,0.064613,0.0
order_shift_varianz,dio_0mp4,held_observation,1,1,0,1,0,40,4,0,0,0.0,0.0,0.20525,0.06285,-0.922776,0.0,1.0,0.0,-0.518212,0.0,0.460844,0.0,0.451613,0.0,0.870964,0.0,0.664034,0.0,-0.550803,0.0,0.004609,0.0,0.065846,0.0,0.0,0.0,0.0,0.0,0.061237,0.0,0.004609,0.0,0.06285,0.0
order_shift_varianz,dio_0r8e,held_observation,1,1,0,1,0,40,5,0,0,0.0,0.0,0.361444,0.054621,-1.0,0.0,1.0,0.0,-0.285066,0.0,0.288541,0.0,0.0,0.0,0.919209,0.0,0.586798,0.0,-0.628416,0.0,0.004006,0.0,0.057225,0.0,0.0,0.0,0.0,0.0,0.053219,0.0,0.004006,0.0,0.054621,0.0
sensor_relation_probe2,dio_1uyk,observation_to_positive_action,4,4,2,2,2,56,1,58,1,2.46987,2.46987,2.46987,0.064974,-0.055567,-0.055567,1.0,1.0,-0.111133,-0.111133,0.062555,0.062555,0.222222,0.222222,0.982485,0.982485,0.067393,0.067393,-0.013345,-0.013345,0.011088,0.111429,0.072181,0.071046,0.002505,0.009027,0.000275,0.000993,0.061093,0.010154,0.011088,0.060893,0.064974,0.0
sensor_relation_probe2,dio_1ax9,observation_to_positive_action,3,3,1,2,1,56,18,58,18,1.237693,1.237693,2.475386,0.054655,0.578472,0.578472,0.0,0.0,-0.090638,-0.090638,-0.25056,-0.25056,-0.068807,-0.068807,0.329843,0.329843,0.362696,0.362696,0.28843,0.28843,0.010023,0.048781,0.061171,0.063154,0.002018,0.00761,0.000222,0.000837,0.051147,0.014373,0.010023,0.048781,0.054655,0.0
sensor_relation_probe2,dio_060l,observation_to_positive_action,4,4,1,3,1,56,17,59,17,1.190707,1.190707,3.572121,0.046087,0.77176,0.77176,0.0,0.0,-0.688897,-0.688897,-0.240186,-0.240186,-0.171674,-0.171674,0.332748,0.332748,0.535241,0.535241,0.232516,0.232516,0.022487,0.096467,0.060704,0.06317,0.003726,0.00926,0.00041,0.001019,0.038216,0.0,0.022487,0.06317,0.046087,0.0
sensor_relation_probe2,dio_0qb3,observation_to_positive_action,4,4,1,3,1,56,8,59,8,0.576544,0.576544,1.729632,0.040174,-0.213416,-0.213416,-1.0,-1.0,0.352822,0.352822,-0.213469,-0.213469,-0.025253,-0.025253,-0.259771,-0.259771,0.235743,0.235743,-0.039886,-0.039886,0.033172,0.080759,0.061736,0.064975,0.001469,0.003848,0.000162,0.000423,0.028564,0.0,0.033172,0.064975,0.040174,0.0
sensor_relation_probe2,dio_0nmi,direct_positive_action,3,3,3,0,3,0,0,56,10,4.770993,4.770993,0.0,0.0,0.0,0.180889,0.0,0.0,0.0,0.150396,0.0,-0.041335,0.0,0.035461,0.0,0.388426,0.0,0.117397,0.0,0.144485,0.0,0.558121,0.0,0.068037,0.0,0.006223,0.0,0.000685,0.0,0.0,0.0,0.068037,0.0,0.0
sensor_relation_probe2,dio_1on4,held_observation,4,4,0,4,0,56,6,0,0,0.0,0.0,1.228,0.048322,-0.8242,0.0,1.0,0.0,0.251571,0.0,-0.089247,0.0,-0.414634,0.0,0.975011,0.0,0.423899,0.0,-0.484102,0.0,0.013459,0.0,0.057071,0.0,0.001361,0.0,0.00015,0.0,0.043612,0.0,0.013459,0.0,0.048322,0.0
sensor_relation_probe2,dio_0oqk,held_observation,4,4,0,4,0,56,7,0,0,0.0,0.0,1.49702,0.051901,-0.581032,0.0,0.0,0.0,0.569304,0.0,-0.22429,0.0,-0.165094,0.0,0.337199,0.0,0.429324,0.0,-0.221764,0.0,0.015908,0.0,0.062241,0.0,0.001781,0.0,0.000196,0.0,0.046333,0.0,0.015908,0.0,0.051901,0.0
sensor_relation_probe2,dio_1iwb,held_observation,4,4,0,4,0,56,15,0,0,0.0,0.0,1.190456,0.044861,1.0,0.0,1.0,0.0,0.382408,0.0,0.382869,0.0,0.379464,0.0,0.892797,0.0,0.64199,0.0,0.727671,0.0,0.012637,0.0,0.053075,0.0,0.001242,0.0,0.000137,0.0,0.040439,0.0,0.012637,0.0,0.044861,0.0
sensor_relation_probe2,dio_15r2,held_observation,3,3,0,3,0,56,9,0,0,0.0,0.0,3.408597,0.048255,-0.033848,0.0,-1.0,0.0,-0.158009,0.0,-0.155619,0.0,-0.05988,0.0,-0.243573,0.0,0.104857,0.0,-0.068853,0.0,0.021781,0.0,0.062412,0.0,0.003633,0.0,0.0004,0.0,0.040631,0.0,0.021781,0.0,0.048255,0.0
sensor_relation_probe2,dio_1fcl,held_observation,2,2,0,2,0,56,2,0,0,0.0,0.0,2.07212,0.064023,-0.122247,0.0,1.0,0.0,-0.02236,0.0,0.072063,0.0,0.052632,0.0,0.979822,0.0,0.085188,0.0,-0.063298,0.0,0.00995,0.0,0.07049,0.0,0.002022,0.0,0.000222,0.0,0.060541,0.0,0.00995,0.0,0.064023,0.0
sensor_relation_probe2,dio_00t3,held_observation,2,2,0,2,0,56,3,0,0,0.0,0.0,1.308448,0.066106,-0.30006,0.0,1.0,0.0,-0.234098,0.0,0.393719,0.0,0.816327,0.0,0.889759,0.0,0.328843,0.0,-0.060952,0.0,0.008194,0.0,0.071432,0.0,0.001297,0.0,0.000142,0.0,0.063238,0.0,0.008194,0.0,0.066106,0.0
sensor_relation_probe2,dio_14ch,held_observation,2,2,0,2,0,56,4,0,0,0.0,0.0,0.642432,0.06111,-0.589007,0.0,1.0,0.0,-0.380686,0.0,0.504236,0.0,0.487013,0.0,0.858814,0.0,0.520071,0.0,-0.323806,0.0,0.006117,0.0,0.065087,0.0,0.000577,0.0,6.3e-05,0.0,0.058969,0.0,0.006117,0.0,0.06111,0.0
sensor_relation_probe2,dio_01ql,held_observation,2,2,0,2,0,56,5,0,0,0.0,0.0,0.003086,0.054818,-0.778712,0.0,1.0,0.0,-0.137248,0.0,0.256582,0.0,-0.105263,0.0,0.928157,0.0,0.456783,0.0,-0.490071,0.0,0.00402,0.0,0.057431,0.0,3e-06,0.0,0.0,0.0,0.05341,0.0,0.00402,0.0,0.054818,0.0
sensor_relation_probe2,dio_1ce7,held_observation,2,2,0,2,0,56,16,0,0,0.0,0.0,2.047786,0.05588,1.0,0.0,1.0,0.0,-0.345459,0.0,-0.107114,0.0,-0.683761,0.0,0.970008,0.0,0.520261,0.0,0.340338,0.0,0.0093,0.0,0.061925,0.0,0.001724,0.0,0.000189,0.0,0.052625,0.0,0.0093,0.0,0.05588,0.0
sensor_relation_probe2,dio_01nr,held_observation,2,2,0,2,0,56,19,0,0,0.0,0.0,2.185212,0.052093,0.011045,0.0,-1.0,0.0,-0.448124,0.0,-0.11858,0.0,0.126904,0.0,-0.233202,0.0,0.126142,0.0,-0.075984,0.0,0.009193,0.0,0.058069,0.0,0.001688,0.0,0.000186,0.0,0.048876,0.0,0.009193,0.0,0.052093,0.0
sensor_relation_probe2,dio_1c48,held_observation,2,2,0,2,0,58,16,0,0,0.0,0.0,2.047786,0.056703,1.0,0.0,1.0,0.0,-0.345459,0.0,-0.107114,0.0,-0.683761,0.0,0.970008,0.0,0.520261,0.0,0.340338,0.0,0.009361,0.0,0.062786,0.0,0.001727,0.0,0.00019,0.0,0.053426,0.0,0.009361,0.0,0.056703,0.0
sensor_relation_probe2,dio_0789,held_observation,1,1,0,1,0,59,13,0,0,0.0,0.0,1.225414,0.058012,0.519316,0.0,1.0,0.0,0.223818,0.0,0.240168,0.0,0.361842,0.0,0.932753,0.0,0.354794,0.0,0.416902,0.0,0.004254,0.0,0.060777,0.0,0.0,0.0,0.0,0.0,0.056523,0.0,0.004254,0.0,0.058012,0.0
sensor_relation_probe2,dio_1mic,held_observation,1,1,0,1,0,59,14,0,0,0.0,0.0,0.517408,0.053391,0.721208,0.0,1.0,0.0,0.326662,0.0,0.332082,0.0,0.305556,0.0,0.907017,0.0,0.494648,0.0,0.543386,0.0,0.003916,0.0,0.055936,0.0,0.0,0.0,0.0,0.0,0.052021,0.0,0.003916,0.0,0.053391,0.0
sensor_relation_probe3,dio_1mx6,observation_to_positive_action,4,4,2,2,2,60,1,62,1,2.572766,2.572766,2.572766,0.06595,-0.07784,-0.07784,1.0,1.0,-0.15568,-0.15568,0.072944,0.072944,0.243902,0.243902,0.979576,0.979576,0.088238,0.088238,-0.032173,-0.032173,0.011417,0.116205,0.073372,0.075694,0.002561,0.009544,0.000282,0.00105,0.061954,0.011386,0.011417,0.064309,0.06595,0.0
sensor_relation_probe3,dio_1dmh,observation_to_positive_action,4,4,2,2,2,60,15,62,15,2.480166,2.480166,2.480166,0.055739,1.0,1.0,1.0,1.0,-0.169247,-0.169247,0.015333,0.015333,-0.340426,-0.340426,0.995707,0.995707,0.453519,0.453519,0.451296,0.451296,0.010389,0.111283,0.062492,0.064648,0.002093,0.007776,0.00023,0.000855,0.052103,0.007043,0.010389,0.057605,0.055739,0.0
sensor_relation_probe3,dio_0thk,observation_to_positive_action,4,4,1,3,1,60,8,63,8,1.156708,1.156708,3.470124,0.048646,-0.079139,-0.079139,-1.0,-1.0,-0.158573,-0.158573,-0.199838,-0.199838,0.05102,0.05102,-0.255955,-0.255955,0.142542,0.142542,-0.072171,-0.072171,0.022147,0.09405,0.063042,0.065401,0.003773,0.009495,0.000415,0.001044,0.040895,0.0,0.022147,0.065401,0.048646,0.0
sensor_relation_probe3,dio_1k0r,direct_positive_action,3,3,3,0,3,0,0,60,9,4.7844,4.7844,0.0,0.0,0.0,0.215507,0.0,0.0,0.0,0.158305,0.0,-0.074979,0.0,0.0,0.0,0.379006,0.0,0.147333,0.0,0.158677,0.0,0.24434,0.0,0.070354,0.0,0.010292,0.0,0.001132,0.0,0.001435,0.0,0.068919,0.0,0.0
sensor_relation_probe3,dio_01yf,direct_positive_action,2,2,2,0,2,0,0,60,2,1.876634,1.876634,0.0,0.0,0.0,-0.2224,0.0,1.0,0.0,-0.133846,0.0,0.17419,0.0,0.333333,0.0,0.951227,0.0,0.187983,0.0,-0.09,0.0,0.095628,0.0,0.072622,0.0,0.008721,0.0,0.000959,0.0,0.012417,0.0,0.060205,0.0,0.0
sensor_relation_probe3,dio_185j,held_observation,4,4,0,4,0,60,14,0,0,0.0,0.0,1.128136,0.033547,1.0,0.0,1.0,0.0,0.383348,0.0,0.363989,0.0,0.21028,0.0,0.898083,0.0,0.634211,0.0,0.69406,0.0,0.029036,0.0,0.05242,0.0,0.004176,0.0,0.000459,0.0,0.023384,0.0,0.029036,0.0,0.033547,0.0
sensor_relation_probe3,dio_0hla,held_observation,2,2,0,2,0,60,7,0,0,0.0,0.0,1.054918,0.058601,-0.426315,0.0,-1.0,0.0,0.525493,0.0,-0.267749,0.0,-0.069444,0.0,-0.27497,0.0,0.375586,0.0,-0.126507,0.0,0.00698,0.0,0.063137,0.0,0.000911,0.0,0.0001,0.0,0.056157,0.0,0.00698,0.0,0.058601,0.0
sensor_relation_probe3,dio_026q,held_observation,2,2,0,2,0,60,16,0,0,0.0,0.0,2.649002,0.057433,0.897686,0.0,0.0,0.0,-0.772105,0.0,-0.272867,0.0,-0.454545,0.0,0.323597,0.0,0.615169,0.0,0.22649,0.0,0.010951,0.0,0.064551,0.0,0.002321,0.0,0.000255,0.0,0.0536,0.0,0.010951,0.0,0.057433,0.0
sensor_relation_probe3,dio_0x50,held_observation,2,2,0,2,0,60,17,0,0,0.0,0.0,2.677556,0.053321,0.646903,0.0,0.0,0.0,-0.19453,0.0,-0.252359,0.0,0.022523,0.0,0.32934,0.0,0.408814,0.0,0.320083,0.0,0.010656,0.0,0.060247,0.0,0.002149,0.0,0.000237,0.0,0.049591,0.0,0.010656,0.0,0.053321,0.0
sensor_relation_probe3,dio_07z2,held_observation,2,2,0,2,0,60,18,0,0,0.0,0.0,2.288552,0.052374,0.066441,0.0,-1.0,0.0,-0.515226,0.0,-0.054413,0.0,0.26699,0.0,-0.215236,0.0,0.133195,0.0,-0.033049,0.0,0.009538,0.0,0.058573,0.0,0.001788,0.0,0.000197,0.0,0.049035,0.0,0.009538,0.0,0.052374,0.0
sensor_relation_probe3,dio_0a54,held_observation,2,2,0,2,0,62,6,0,0,0.0,0.0,0.785188,0.056924,-0.781529,0.0,0.0,0.0,0.764918,0.0,-0.23469,0.0,-0.427928,0.0,0.334287,0.0,0.549199,0.0,-0.339662,0.0,0.006167,0.0,0.060933,0.0,0.000641,0.0,7.1e-05,0.0,0.054766,0.0,0.006167,0.0,0.056924,0.0
sensor_relation_probe3,dio_0if9,held_observation,2,2,0,2,0,62,7,0,0,0.0,0.0,1.054918,0.058925,-0.426315,0.0,-1.0,0.0,0.525493,0.0,-0.267749,0.0,-0.069444,0.0,-0.27497,0.0,0.375586,0.0,-0.126507,0.0,0.007002,0.0,0.063476,0.0,0.000893,0.0,9.8e-05,0.0,0.056474,0.0,0.007002,0.0,0.058925,0.0
sensor_relation_probe3,dio_0ie2,held_observation,1,1,0,1,0,63,13,0,0,0.0,0.0,0.60267,0.052752,0.723115,0.0,1.0,0.0,0.417723,0.0,0.378842,0.0,0.508475,0.0,0.893924,0.0,0.529658,0.0,0.606893,0.0,0.003869,0.0,0.055267,0.0,0.0,0.0,0.0,0.0,0.051398,0.0,0.003869,0.0,0.052752,0.0
sensor_relation_probe4,dio_0a54,observation_to_positive_action,4,4,2,2,2,64,6,66,6,1.148436,1.148436,1.148436,0.04054,-0.74281,-0.74281,0.0,0.0,0.737136,0.737136,-0.211149,-0.211149,-0.427136,-0.427136,0.340878,0.340878,0.518604,0.518604,-0.324488,-0.324488,0.02906,0.113487,0.059429,0.06026,0.003327,0.0053,0.000366,0.000583,0.030369,0.0,0.02906,0.06026,0.04054,0.0
sensor_relation_probe4,dio_0nm2,observation_to_positive_action,4,4,1,3,1,64,15,67,15,1.024116,1.024116,3.072348,0.049061,0.635367,0.635367,0.0,0.0,-0.745064,-0.745064,-0.132045,-0.132045,-0.512195,-0.512195,0.363027,0.363027,0.441523,0.441523,0.074551,0.074551,0.02004,0.083767,0.062086,0.064916,0.003271,0.008479,0.00036,0.000933,0.042047,0.0,0.02004,0.064916,0.049061,0.0
sensor_relation_probe4,dio_14wi,observation_to_positive_action,4,4,1,3,1,64,1,67,1,0.899201,0.899201,2.697603,0.057104,0.066693,0.066693,1.0,1.0,0.133387,0.133387,0.098059,0.098059,0.341463,0.341463,0.972544,0.972544,0.090538,0.090538,0.137654,0.137654,0.018676,0.074575,0.069244,0.069715,0.003322,0.008665,0.000365,0.000953,0.050568,0.0,0.018676,0.069715,0.057104,0.0
sensor_relation_probe4,dio_0v36,direct_positive_action,3,3,3,0,3,0,0,64,17,3.423192,3.423192,0.0,0.0,0.0,0.088394,0.0,-1.0,0.0,0.146679,0.0,-0.196515,0.0,-0.04902,0.0,-0.255024,0.0,0.143131,0.0,0.0749,0.0,0.201403,0.0,0.065067,0.0,0.006486,0.0,0.000713,0.0,0.0,0.0,0.065067,0.0,0.0
sensor_relation_probe4,dio_0v15,held_observation,4,4,0,4,1,64,11,0,0,0.0,0.0,2.609632,0.051943,0.359002,0.0,0.0,0.0,0.058909,0.0,0.021803,0.0,0.036232,0.0,0.393895,0.0,0.169364,0.0,0.222426,0.0,0.024935,0.0,0.068152,0.0,0.003363,0.0,0.00037,0.0,0.043216,0.0,0.024935,0.0,0.051943,0.0
sensor_relation_probe4,dio_1y2t,held_observation,4,4,0,4,0,64,12,0,0,0.0,0.0,2.134348,0.050293,0.572738,0.0,1.0,0.0,0.035777,0.0,0.117116,0.0,0.173611,0.0,0.967207,0.0,0.295463,0.0,0.364042,0.0,0.020654,0.0,0.063718,0.0,0.002579,0.0,0.000284,0.0,0.043064,0.0,0.020654,0.0,0.050293,0.0
