phase,family,run,rows,executed,raw_trade_pressure,held_same_episode,observed_potential,reward_sum,max_trade_readiness,max_mature_transfer
order_shift,dio_08wa,38,1,0,0,0,1,0.0,0.012163,0.012163
order_shift,dio_08wa,39,1,0,0,0,1,0.0,0.022227,0.022227
order_shift,dio_0d07,36,1,0,0,0,1,0.0,0.00396,0.00396
order_shift,dio_0d07,37,1,0,0,0,1,0.0,0.006525,0.006525
order_shift,dio_0f4h,36,1,1,1,0,0,2.0,0.172588,0.061115
order_shift,dio_0knp,36,1,0,0,0,1,0.0,0.00548,0.00548
order_shift,dio_0knp,38,1,0,0,0,1,0.0,0.005151,0.005151
order_shift,dio_0knp,39,1,0,0,0,1,0.0,0.005394,0.005394
order_shift,dio_0nmi,36,1,0,0,0,1,0.0,0.017049,0.017049
order_shift,dio_0nmi,37,1,1,1,0,0,2.0,0.104784,0.059966
order_shift,dio_0nvr,36,1,0,0,0,1,0.0,0.00472,0.00472
order_shift,dio_0nvr,37,1,0,0,0,1,0.0,0.005402,0.005402
order_shift,dio_121e,36,1,0,0,0,1,0.0,0.005864,0.005864
order_shift,dio_121e,37,1,0,0,0,1,0.0,0.019545,0.019545
order_shift,dio_121e,38,1,1,1,0,0,1.521206,0.060186,0.060186
order_shift,dio_121e,39,1,1,1,0,0,1.521206,0.211842,0.081719
order_shift,dio_185j,38,1,0,0,0,1,0.0,0.004154,0.004154
order_shift,dio_185j,39,1,0,0,0,1,0.0,0.010018,0.010018
order_shift,dio_1d6j,36,1,0,0,0,1,0.0,0.004034,0.004034
order_shift,dio_1d6j,37,1,0,0,0,1,0.0,0.013797,0.013797
order_shift,dio_1d6j,38,1,0,0,0,1,0.0,0.044533,0.044533
order_shift,dio_1d6j,39,1,1,1,0,0,1.143781,0.091679,0.056826
order_shift,dio_1h5i,36,1,0,0,0,1,0.0,0.004246,0.004246
order_shift,dio_1h5i,37,1,0,0,0,1,0.0,0.019734,0.019734
order_shift,dio_1h5i,38,1,1,1,0,0,1.652416,0.064142,0.060884
order_shift,dio_1i0f,36,1,0,0,0,1,0.0,0.005438,0.005438
order_shift,dio_1i0f,37,1,0,0,0,1,0.0,0.012728,0.012728
order_shift,dio_1j0n,39,1,0,0,0,1,0.0,0.004095,0.004095
order_shift,dio_1wwt,36,1,0,0,0,1,0.0,0.003894,0.003894
order_shift,dio_1wwt,37,1,0,0,0,1,0.0,0.007948,0.007948
order_shift,dio_1wwt,38,1,0,0,0,1,0.0,0.023235,0.023235
order_shift,dio_1wwt,39,1,0,0,0,1,0.0,0.04661,0.04661
order_shift_varianz,dio_03fl,40,1,0,0,0,1,0.0,0.003814,0.003814
order_shift_varianz,dio_03fl,41,1,0,0,0,1,0.0,0.00905,0.00905
order_shift_varianz,dio_03fl,42,1,0,0,0,1,0.0,0.025122,0.025122
order_shift_varianz,dio_03fl,43,1,0,1,1,1,0.0,0.049949,0.049949
order_shift_varianz,dio_066x,40,1,0,0,0,1,0.0,0.003489,0.003489
order_shift_varianz,dio_066x,42,1,0,0,0,1,0.0,0.007272,0.007272
order_shift_varianz,dio_066x,43,1,0,0,0,1,0.0,0.017901,0.017901
order_shift_varianz,dio_0iy2,40,1,0,0,0,1,0.0,0.003606,0.003606
order_shift_varianz,dio_0iy2,42,1,0,0,0,1,0.0,0.006182,0.006182
order_shift_varianz,dio_0iy2,43,1,0,0,0,1,0.0,0.01359,0.01359
order_shift_varianz,dio_0mp4,40,1,0,0,0,1,0.0,0.004609,0.004609
order_shift_varianz,dio_0q8z,40,1,0,0,0,1,0.0,0.005213,0.005213
order_shift_varianz,dio_0q8z,41,1,0,0,0,1,0.0,0.017637,0.017637
order_shift_varianz,dio_0r8e,40,1,0,0,0,1,0.0,0.004006,0.004006
order_shift_varianz,dio_151h,40,1,0,0,0,1,0.0,0.004347,0.004347
order_shift_varianz,dio_151h,41,1,0,0,0,1,0.0,0.004546,0.004546
order_shift_varianz,dio_151h,42,1,0,0,0,1,0.0,0.006886,0.006886
order_shift_varianz,dio_151h,43,1,0,0,0,1,0.0,0.010461,0.010461
order_shift_varianz,dio_1d6j,40,1,1,1,0,0,0.906071,0.239811,0.054771
order_shift_varianz,dio_1d6j,41,1,1,1,0,0,0.906071,0.387311,0.055079
order_shift_varianz,dio_1d6j,42,1,1,1,0,0,0.906071,0.4615,0.055898
order_shift_varianz,dio_1d6j,43,1,1,1,0,0,0.906071,0.523523,0.05709
order_shift_varianz,dio_1hkr,40,1,0,0,0,1,0.0,0.003734,0.003734
order_shift_varianz,dio_1hkr,41,1,0,0,0,1,0.0,0.014106,0.014106
order_shift_varianz,dio_1hkr,42,1,0,1,1,1,0.0,0.044504,0.044504
order_shift_varianz,dio_1hkr,43,1,0,1,1,1,0.0,0.091462,0.055656
order_shift_varianz,dio_1ioc,40,1,0,0,0,1,0.0,0.005904,0.005904
order_shift_varianz,dio_1ioc,41,1,0,0,0,1,0.0,0.020868,0.020868
order_shift_varianz,dio_1ioc,42,1,1,1,0,0,1.669852,0.065564,0.065564
order_shift_varianz,dio_1ioc,43,1,1,1,0,0,1.669852,0.232116,0.079776
order_shift_varianz,dio_1sxo,40,1,0,0,0,1,0.0,0.037579,0.037579
order_shift_varianz,dio_1sxo,41,1,1,1,0,0,0.993834,0.076944,0.069375
order_shift_varianz,dio_1ytj,40,1,0,0,0,1,0.0,0.003969,0.003969
order_shift_varianz,dio_1ytj,41,1,0,0,0,1,0.0,0.018264,0.018264
order_shift_varianz,dio_1ytj,42,1,0,1,1,1,0.0,0.059106,0.056572
order_shift_varianz,dio_1ytj,43,1,0,1,1,1,0.0,0.122182,0.058633
order_shift_drift,dio_0786,46,1,0,0,0,1,0.0,0.004144,0.004144
order_shift_drift,dio_0lt6,46,1,1,1,0,0,-0.249492,0.329321,0.066798
order_shift_drift,dio_0my4,44,1,0,0,0,1,0.0,0.00366,0.00366
order_shift_drift,dio_0my4,45,1,0,0,0,1,0.0,0.007593,0.007593
order_shift_drift,dio_0my4,46,1,0,0,0,1,0.0,0.019142,0.019142
order_shift_drift,dio_0my4,47,1,0,0,0,1,0.0,0.036879,0.036879
order_shift_drift,dio_15th,44,1,0,0,0,1,0.0,0.004028,0.004028
order_shift_drift,dio_15th,45,1,0,0,0,1,0.0,0.016453,0.016453
order_shift_drift,dio_15th,46,1,1,1,0,0,1.296838,0.051073,0.051073
order_shift_drift,dio_18je,44,1,0,0,0,1,0.0,0.005394,0.005394
order_shift_drift,dio_18je,45,1,0,0,0,1,0.0,0.018078,0.018078
order_shift_drift,dio_1e6y,44,1,0,0,0,1,0.0,0.004158,0.004158
order_shift_drift,dio_1e6y,45,1,0,0,0,1,0.0,0.012972,0.012972
order_shift_drift,dio_1e6y,46,1,0,0,0,1,0.0,0.038173,0.038173
order_shift_drift,dio_1e6y,47,1,1,1,0,0,0.941453,0.07695,0.059666
order_shift_drift,dio_1fqy,44,1,0,0,0,1,0.0,0.005518,0.005518
order_shift_drift,dio_1fqy,45,1,0,0,0,1,0.0,0.019979,0.019979
order_shift_drift,dio_1fqy,46,1,1,1,0,0,1.554965,0.061473,0.061473
order_shift_drift,dio_1fqy,47,1,1,1,0,0,1.554965,0.216453,0.075255
order_shift_drift,dio_1gz3,44,1,0,0,0,1,0.0,0.003946,0.003946
order_shift_drift,dio_1gz3,45,1,0,0,0,1,0.0,0.00725,0.00725
order_shift_drift,dio_1ieq,46,1,0,0,0,1,0.0,0.046758,0.046758
order_shift_drift,dio_1iuo,44,1,0,0,0,1,0.0,0.004461,0.004461
order_shift_drift,dio_1iuo,45,1,0,0,0,1,0.0,0.021999,0.021999
order_shift_drift,dio_1k0r,44,1,0,0,0,1,0.0,0.004439,0.004439
order_shift_drift,dio_1k0r,45,1,0,0,0,1,0.0,0.020565,0.020565
order_shift_drift,dio_1pyo,44,1,0,0,0,1,0.0,0.004688,0.004688
order_shift_drift,dio_1pyo,45,1,0,0,0,1,0.0,0.019025,0.019025
order_shift_drift,dio_1xdw,44,1,0,0,0,1,0.0,0.004999,0.004999
order_shift_drift,dio_1xdw,45,1,0,0,0,1,0.0,0.010235,0.010235
order_shift_drift,dio_1y8o,44,1,0,0,0,1,0.0,0.004275,0.004275
order_shift_drift,dio_1y8o,45,1,0,0,0,1,0.0,0.004038,0.004038
order_shift_drift,dio_1ytj,44,1,1,1,0,0,1.147808,0.204188,0.053485
order_shift_drift,dio_1ytj,45,1,1,1,0,0,1.147808,0.386751,0.057038
order_shift_drift,dio_1ytj,47,1,1,1,0,0,1.147808,0.497767,0.062001
order_shift_resonanz,dio_0cn1,48,1,0,0,0,1,0.0,0.00441,0.00441
order_shift_resonanz,dio_0cn1,49,1,0,0,0,1,0.0,0.015779,0.015779
order_shift_resonanz,dio_0cn1,50,1,0,0,0,1,0.0,0.047498,0.047498
order_shift_resonanz,dio_0cn1,51,1,1,1,0,0,1.191733,0.096682,0.064895
order_shift_resonanz,dio_0i2c,48,1,0,0,0,1,0.0,0.004103,0.004103
order_shift_resonanz,dio_0i2c,49,1,0,0,0,1,0.0,0.004284,0.004284
order_shift_resonanz,dio_0jjv,48,1,0,0,0,1,0.0,0.00485,0.00485
order_shift_resonanz,dio_0jjv,49,1,0,0,0,1,0.0,0.009159,0.009159
order_shift_resonanz,dio_0mlh,50,1,0,0,0,1,0.0,0.004178,0.004178
order_shift_resonanz,dio_0mlh,51,1,0,0,0,1,0.0,0.012936,0.012936
order_shift_resonanz,dio_0ppq,50,1,0,0,0,1,0.0,0.00395,0.00395
order_shift_resonanz,dio_0ppq,51,1,0,0,0,1,0.0,0.003882,0.003882
order_shift_resonanz,dio_0pw5,48,1,0,0,0,1,0.0,0.005437,0.005437
order_shift_resonanz,dio_0pw5,49,1,0,0,0,1,0.0,0.017894,0.017894
order_shift_resonanz,dio_0pw5,50,1,1,1,0,0,1.35378,0.054048,0.054048
order_shift_resonanz,dio_0pw5,51,1,1,1,0,0,1.35378,0.189007,0.073674
order_shift_resonanz,dio_0wp4,48,1,0,0,0,1,0.0,0.003976,0.003976
order_shift_resonanz,dio_0wp4,49,1,0,0,0,1,0.0,0.00958,0.00958
order_shift_resonanz,dio_0wp4,50,1,0,0,0,1,0.0,0.025666,0.025666
order_shift_resonanz,dio_0wp4,51,1,0,0,0,1,0.0,0.050331,0.050331
order_shift_resonanz,dio_134j,48,1,0,0,0,1,0.0,0.004128,0.004128
order_shift_resonanz,dio_134j,49,1,0,0,0,1,0.0,0.020976,0.020976
order_shift_resonanz,dio_13ld,48,1,0,0,0,1,0.0,0.003926,0.003926
order_shift_resonanz,dio_13ld,49,1,0,0,0,1,0.0,0.015029,0.015029
order_shift_resonanz,dio_1gj1,48,1,0,0,0,1,0.0,0.005122,0.005122
order_shift_resonanz,dio_1gj1,49,1,0,0,0,1,0.0,0.01607,0.01607
order_shift_resonanz,dio_1iuo,48,1,1,1,0,0,1.762387,0.069896,0.064222
order_shift_resonanz,dio_1iuo,49,1,1,1,0,0,1.762387,0.245962,0.066179
order_shift_resonanz,dio_1iwu,50,1,0,0,0,1,0.0,0.004404,0.004404
order_shift_resonanz,dio_1iwu,51,1,0,0,0,1,0.0,0.01428,0.01428
order_shift_resonanz,dio_1l8g,48,1,0,0,0,1,0.0,0.003865,0.003865
order_shift_resonanz,dio_1l8g,49,1,0,0,0,1,0.0,0.007819,0.007819
order_shift_resonanz,dio_1r42,48,1,0,0,0,1,0.0,0.004166,0.004166
order_shift_resonanz,dio_1r42,49,1,0,0,0,1,0.0,0.015803,0.015803
order_shift_resonanz,dio_1r42,50,1,1,1,0,0,1.210594,0.048224,0.048224
order_shift_resonanz,dio_1r42,51,1,1,1,0,0,1.210594,0.168931,0.06377
order_shift_resonanz,dio_1sgx,48,1,0,0,0,1,0.0,0.004544,0.004544
order_shift_resonanz,dio_1sgx,49,1,0,0,0,1,0.0,0.022289,0.022289
order_shift_resonanz,dio_1tzc,48,1,0,0,0,1,0.0,0.004034,0.004034
order_shift_resonanz,dio_1tzc,49,1,0,0,0,1,0.0,0.015959,0.015959
order_shift_resonanz,dio_1tzc,50,1,1,1,0,0,1.238489,0.048908,0.048908
